created_at,LT,LB,KT,KM,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,URL,deskripsi
07-12-2021,162,140,4,4,1,1,Jakarta Utara ,PPJB,2200,Selatan,1500000000,https://rumahdijual.com/jakarta-utara/10583684-rumah-cluster-norfolk-dijual-rorotan-kirana-legacy-cilincing-jakarta.html,"- Rumah baru desain minimalis di cluster Norfolk , lingkungan nyaman dan tenang
- Taman luar & belakang
- Jalanan 3 mobil
- Lokasi dekat Tanjung Priok, Akses jalan tol dalam kota dan lingkar luar Jakarta,
AEON Mall, Jakarta Garden City, Taman Harapan Indah,
- Akan segera dibangun IKEA
- Bebas banji"
04-12-2021,60,39,1,2,,1,Jakarta Utara ,SHM,2200,,718421053,https://www.rumah.com/listing-properti/dijual-jakarta-utara-oleh-agustinus-18330454,"Dengan fasilitas Di Jual Rumah Dekat Dng Tol,Stasiun Dan Aman Dari Banjir, Taman Petualangan, Lapangan terbuka, tempat parkir tertutup"
06-11-2021,90,36,1,2,,1,Jakarta Utara ,SHM,1300,,498000000,https://www.rumah.com/listing-properti/dijual-jakarta-utara-oleh-saeful-anwar-18215161,"Rumah Di Jual Berkualitas Harga Terjangkau Cukup Bayar 7 Juta
Grand Nusa Indah
Perumahan yang berlokasi sangat strategis di akses utama Cibubur -Cileungsi.
Perumahan asri dengan fasilitas lengkap."
06-11-2021,36,21,1,1,,1,Jakarta Utara ,SHM,1300,,440000000,https://www.rumah.com/listing-properti/dijual-jakarta-utara-oleh-muhammad-sahrul-fauzi-18774407,"Rumah Murah Minimalis Jakarta Utara, Minicluster swasembada tahap 2, dan Rumah termurah di Jakarta Utara harga mulai 365Juta"
06-10-2021,150,350,10,10,,1,Jakarta Utara ,SHM,900,,3000000000,https://www.rumah.com/listing-properti/dijual-jakarta-utara-oleh-rihat-lung-19126994,"Rumah kos dengan fasilitas tempat tidur, kipas angin, AC, air PAM"
04-12-2021,90,267,5,5,,2,Jakarta Utara ,SHM,3500,,4500000000,https://www.rumah.com/listing-properti/dijual-rumah-jakarta-utara-oleh-edith-19372859,"Spesifikasi
- Bangunan 4,5 lantai
- KT 5"
29-11-2021,150,200,3,2,,1,Jakarta Utara ,SHM,2200,,3100000000,https://www.rumah.com/listing-properti/dijual-penjaringan-jakarta-utara-oleh-maona-ong-18543614,"Rumah Murah di Pusat Bisnis Jembatan Dua Jakarta Utara, Keamanan 24 Jam"
22-11-2021,240,200,3,1,,1,Jakarta Utara ,SHGB,1300,,2300000000,https://www.rumah.com/listing-properti/dijual-koja-jakarta-utara-oleh-hera-18424942,"1 dapur/ kitchen set
Air PAM
Terdapat kontrakan 4 pintu ( listrik masing2 token)"
22-11-2021,250,350,5,4,1,,Jakarta Utara ,SHGB,4400,,2700000000,https://www.rumah.com/listing-properti/dijual-koja-jakarta-utara-oleh-hera-18409487,"Air PAM
2 kitchen set
1 Line telp"
15-11-2021,175,512,6,5,1,,Jakarta Utara ,SHM,5500,,7250000000,https://www.rumah.com/listing-properti/dijual-sunter-jakarta-utara-oleh-iin-maria-19274386,"Rumah Bagus Strategis Komplek Perumahan Sunter, Jakarta Utara"
06-11-2021,200,300,5,5,,2,Jakarta Utara ,SHM,4400,,5900000000,https://www.rumah.com/listing-properti/dijual-sunter-jakarta-utara-oleh-iin-maria-19238295,"Rumah Bagus Strategis di Sunter DKI Jakarta Utara, dengan pendingin ruangan, balkon, pemadangan hijau/taman, dan lantai atas"
06-10-2021,375,198,7,3,1,1,Jakarta Utara ,SHM,1300,,2400000000,https://www.rumah.com/listing-properti/dijual-koja-jakarta-utara-oleh-hera-18645660,Dijual Cepat Rumah Koja Di Jakarta Utara Dng Luas 15 X 25 M2
06-10-2021,320,600,5,5,,2,Jakarta Utara ,SHM,5500,,7500000000,https://www.rumah.com/listing-properti/dijual-sunter-jakarta-utara-oleh-hera-18645802,"Dijual Cepat Rumah Siap Huni 2.5 Lantai Di Sunter, Jakarta Utara"
07-12-2021,160,482,8,6,,,Jakarta Utara ,SHM,1300,Barat,4500000000,https://rumahdijual.com/11763603,Dijual Murah Rumah Baru Direnovasi Lokasi Strategis
07-12-2021,120,160,3,3,,,Jakarta Utara ,,4400,,4500000000,https://www.rumah123.com/properti/jakarta-utara/hos9212721/,"Baru! Rumah PIK 2, Cluster Scarlet Type Amarylis 8x15, PIK, Jakut"
07-12-2021,640,1200,6,5,,2,Jakarta Utara ,SHM,9500,,39000000000,https://www.rumah123.com/properti/jakarta-utara/hos9235728/,"Rumah Mewah Rapi dan Luas dengan lebar 16x40=640m2 untuk tanah, 3 lantai, 6Kt, 3kt prt dan 1 ruang serbaguna, pool, siap huni, harga nego."
07-12-2021,80,105,4,3,1,1,Jakarta Utara ,PPJB,4400,,2500000000,https://rumahdijual.com/jakarta-utara/11763717-dijual-rumah-ukuran-8x10-termurah-di-pik-2-harga.html,"RUMAH DIJUAL: DIJUAL RUMAH UKURAN 8X10 TERMURAH DI PIK 2 HARGA 2.45M !

(Pantai Indah Kapuk) (PIK 2)
PIK 2, PANTAI INDAH KAPUK
Jakarta Utara
"
06-12-2021,232,300,5,3,,3,Jakarta Timur,SHM + IMB,7700,,4200000000,https://www.rumah.com/listing-properti/dijual-rumah-di-pinggir-jalan-raya-cipinang-jaya-cocok-utk-kantor-usaha-rumah-tinggal-oleh-helmi-riza-17067442,"Rumah di Pinggir Jalan Raya Cipinang Jaya, Cocok Utk Kantor, Usaha, Rumah Tinggal, Lebar Jalan 10 meter, Lebar muka rumah 9 meter, panjang 25,7 meter, interior tak berperabot, "
06-12-2021,153,180,5,5,,2,Jakarta Timur,PPJB,3500,,5500000000,https://www.rumah.com/listing-properti/dijual-rumah-brand-new-lebar-9-deluxe-type-4kt-cluster-semayang-asya-jgc-jakarta-garden-city-oleh-yuliana-iteh-19391453,"Rumah Brand New lebar 9 deluxe type 4KT Cluster Semayang Asya JGC Jakarta Garden City, bangunan dua lantai"
06-12-2021,30,60,3,2,,1,Jakarta Timur,AJB,1300,,420000000,https://www.rumah.com/listing-properti/dijual-batuampar-condet-di-jual-rumah-baru-2-lantai-minimalis-modern-akses-gang-motor-oleh-muhammad-bahri-19376633#img,"Batuampar, Condet, Di jual Rumah Baru 2 Lantai minimalis modern akses gang motor, fasilitas (Air tanah + jetpump + toren)."
06-12-2021,317,200,4,2,,2,Jakarta Timur,SHM,2200,,3500000000,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-siap-huni-luas-asri-akses-2-mobil-lokasi-batuampar-condet-jaktim-oleh-muhammad-bahri-19010153,"Rumah Siap Huni, Luas & Asri. Akses 2 Mobil. Lokasi Batuampar, Condet, Jaktim, fasilitas (Air tanah + jetpump)"
06-12-2021,90,75,4,3,,1,Jakarta Timur,SHM,2200,,1650000000,https://www.rumah.com/listing-properti/dijual-rumah-ada-kolam-renang-di-dalam-cluster-jgc-jakarta-garden-city-oleh-nana-lukito-18532951,"Rumah ada kolam renang di dalam cluster JGC Jakarta Garden City. Infrastruktur :
1. Akses Tol Tj.Priok-Ancol-Bandara Soetta
2. Exit Tol JORR Cakung Timur
3. Jl tembus Tipar Cakung-Kelapa Gading
4. Bebas Banjir
5. Lokasi Strategis
6. Mini Forest                             "
03-12-2021,124,150,6,4,,1,Jakarta Timur,SHM,3500,Selatan,2350000000,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-full-renoved-124m-7-5x16-5-type-3kt-cluster-alamanda-jgc-jakarta-garden-city-cakung-oleh-william-tirta-19325820,"Rumah 2 lantai full renoved 124m 7, 5x16, 5 type 3KT cluster Alamanda JGC Jakarta Garden City Cakung, Fasilitas (interior sebagian, full renoved & semi furnished)"
29-11-2021,98,115,4,5,,1,Jakarta Timur,PPJB,3500,,2750000000,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-7x14-98m-type-3kt-cluster-semayang-asya-jgc-jakarta-garden-city-cakung-by-astra-oleh-william-tirta-17478505,"Rumah Siap Huni 7x14 98m type 3KT Cluster Semayang Asya JGC Jakarta Garden City Cakung by Astra, Fasilitas (interior tak berperabot)"
03-12-2021,95,250,4,4,,2,Jakarta Timur,SHM + IMB,4400,,3300000000,https://www.rumah.com/listing-properti/dijual-harga-murah-unit-finishing-plus-kolam-renang-rumah-mewah-rawamangun-free-kitchen-set-dan-ac-oleh-dodi-priyanto-19378771,"Rumah minimalis 3 lantai, kolam renang, free kitchen set dan AC, interior sebagian. Sangat Dekat dengan Tol Rawamangun dan Pulomas, Sekolah Favorit 
Rawamangun Al-Azhar Labschool Muhammadiyah Pasar Swalayan Tiptop Apotik 
Rini Rumah Sakit Persahabatan"
12-02-2021,100,170,4,4,,2,Jakarta Timur,SHM,3500,,2500000000,https://www.rumah.com/listing-properti/dijual-lt-100m-akses-jalan-2mobil-cluster-di-rawamangun-jakarta-timur-mewah-2-lantai-oleh-dhea-ananda-17642081,"Rumah Mewah 2 lantai, Cluster di Rawamangun Jakarta Timur, interior tak berperabot, Instalasi AC 3 Unit Water Heater 2 Unit Free 1 Year IPL. 
Lokasi Terbaik :
- 10 menit ke Tip Top
- 10 menit ke Mall Arion
- Dekat Tol Rawamangun & LRT Veloodrome
- Dekat RS Persahabatan
- Dekat Sekolah Al Azhar, Tarakanita, Lab School
- Dekat Golf Rawamangun, Veloodrome"
06-12-2021,72,69,3,2,2,2,Jakarta Timur,SHM,2200,,890000000,https://www.rumah123.com/properti/jakarta-timur/hos7375426/,"Rumah Gaya Bali 2 lantai, perabotan unfurnished. Selling point :
-2km atau 5menit Pintu Tol Cibubur 
-5 menit ke Cibubur Junction. 
-7 menit ke RS Meilia Cibubur. 
-7 menit Trans Studio Mall Cibubur 
-10 menit pintu Tol Cisalak Cijago 
-10 Menit dari Fasilitas pendidikan, seperti SD Al Azhar, SMP Negeri, SMA/SMK Negeri.
-10 menit PesonaSquare Mall Depok 
-15 menit stasiun Pondok Cina
-15 menit Tol Cimanggis 
-20 menit Universitas Indonesia"
03-12-2021,72,97,3,2,,2,Jakarta Timur,SHM,2200,Selatan,1310000000,https://www.rumah123.com/properti/jakarta-timur/hos9204881/,"Mississippi 
Type LB 97 LT 72(6x12)
Double living room
Spacious Courtyard
Private Terrace
Private Multinational area
Sanitotion Zone
Service area"
26-12-2021,112,156,4,3,2,2,Jakarta Timur,SHM,3500,,3600000000,https://www.rumah123.com/properti/jakarta-timur/hos9183660/,"Rumah Cantik ASYA, 8x14, 3 Lantai, Jakarta Garden City, Jakarta Timur, Cctv Di Pintu Masuk Living Room
Solar Panel
Kitchen Top Di Area Kitchen
High Ceiling 6M Di Area Living Room"
25-11-2021,69,102,3,2,2,2,Jakarta Timur,,2200,,2230000000,https://www.rumah123.com/properti/jakarta-timur/hos9139706/,"Cluster La Seine Type 6, Jakarta Garden City, unfurnished. Cctv Di Pintu Masuk Living Room
Solar Panel
Kitchen Top Di Area Kitchen
High Ceiling 6M Di Area Living Room
Lokasi Paling Premium Di Jgc
Dilengkapi Dengan Danau Seluas 15 Ha"
01-12-2021,109,160,5,4,,2,Jakarta Timur,SHM + IMB,2200,,2400000000,https://www.rumah123.com/properti/jakarta-timur/hos7911390/,"Rumah Cluster Eksklusif, unfurnished, Rumah 2 Lantai, Lantai granit sandimas Kusen pintu kamper solid Kusen Jendela full kayu kamper Void Balcony Taman KT ART Servis area luas
"
25-11-2021,86,45,2,1,1,1,Jakarta Timur,SHM,1300,,690000000,https://www.rumah123.com/properti/jakarta-timur/hos8380157/,"Rumah Cluster 1 lantai. 10 menit ke stasiun LRT Cibubur
-10 menit ke Trans Studio Cibubur
-10 menit ke pintu tol Cibubur
-15 menit ke pintu tol Taman Mini
-15 menit ke pintu tol Cilangkap (JORR)"
24-11-2021,96,69,3,3,,,Jakarta Timur,SHM,2200,,1600000000,https://www.rumah123.com/properti/jakarta-timur/hos9217075/,"Rumah Minimalis Modern 2 lantai, semi furnished, 1 buah gudang, Air PAM+Jet pump. Pusat Belanja : Grand Cakung, AEON Mall, D' Blitz, Sekolah : UNIATGlobal Mandiri Jakarta, SMA Sapta Kharisma, Sekolah Kristen Tunas Bangsa."
22-11-2021,67,134,3,2,,1,Jakarta Timur,SHM + IMB,2200,,1150000000,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-bebas-banjir-di-kp-tengah-kramat-jati-jakarta-timur-oleh-melirina-19332724,"Rumah baru 2 lantai strategis di Kp Tengah Kramat jati Jakarta timur, Interior tak berperabot. Selling Point :
-Lokasi dekat jalan raya Bogor
-Dekat polsek kramat jati
-Dekat Rumah Sakit
-Dekat Universitas, Sekolah, pasar,minimarket dll"
02-12-2021,122,160,5,5,,2,Jakarta Timur,SHM,2200,,2465000000,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cash-back-300jt-5-menit-ke-jakarta-oleh-jamal-19313972,"Rumah full furnished, fasilitas : water toren, kitchen set, 
- Masjid dalam perumahan
- Playground untuk Anak
- Jaringan internet fiber optic
- Lapangan Basket dan Futsal Mini
- Keamanan One Gate System"
06-12-2021,90,90,3,2,,2,Jakarta Timur,SHM,2200,,1398000000,https://www.rumah.com/listing-properti/dijual-rumah-mewah-2-lantai-hanya-2-km-dari-akses-tol-dan-lrt-cibubur-bebas-banjir-oleh-andre-saputra-17473490,"Rumah 2 Lantai Legalitas Pecah Perkavling, Fasilitas Listrik bawah tanah, kids pool, Mushola eksklusif, Taman hijau. 5 Menit menuju Stasiun LRT Cibubur (2km)
5 Menit menuju Gerbang Tol Cibubur (2km)
5 Menit menuju Mall Cibubur Junction
8 Menit menuju Trans Park Cibubur
5 Menit menuju sekolah islam Al -Azhar Cibubur
5 Menit menuju Taman Bunga Wiladatika Buperta
10 Menit menuju RS Meilia RS Permata Cibubur
30 menit ke Bandara Halim Perdana Kusuma
60 menit ke Bandara Soekarno-Hatta (bisa via Bus Airport dekat Cibubur Junction)"
22-11-2021,220,239,5,4,1,2,Jakarta Timur,PPJB,3500,,3850000000,https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-2-lantai-220m-10x22-type4kt-cluster-palm-spring-jgc-jakarta-garden-city-cakung-oleh-william-tirta-18722323,Rumah Mewah siap huni 2 lantai 220m 10x22 type4KT Cluster Palm Spring JGC Jakarta Garden City Cakung.
06-12-2021,70,57,3,2,,2,Jakarta Timur,SHM,2200,,880000000,https://www.rumah.com/listing-properti/dijual-lumihous-fully-furnish-kota-wisata-cibubur-oleh-muhammad-zen-17967546,"Rumah Signature Location & Access :
• 2 Menit ke Gerbang Tol Cimaci - Kota Wisata (In & Out)
• 1 Menit ke Jalan Alternatif Transyogi
• 10 Menit ke Tol Jagorawi & LRT
Lumihous Fully Furnish, Compact yet Modern Style, Glass Wall Living Room, Smart Furniture, Smart Home System"
06-12-2021,315,280,4,3,1,2,Jakarta Timur,SHM + IMB,3500,Timur,4300000000,https://www.rumah.com/listing-properti/dijual-rumah-1-5-lantai-luas-strategis-di-pondok-bambu-jakarta-timur-oleh-susanti-se-17638857,"Rumah 1, 5 Lantai Luas Strategis di Pondok Bambu Jakarta Timur, Fasilitas PDAM Jet pump. 
RS : Sam Marie Basra, Bunda Aliyah, Yadika.
Swalayan : Tip top, Yogya, Naga.
Starbucks, Burger King, Dunkin donuts, McDonalds
Meeting point : Tip Top Pondok BambuFasilitas area :
-/+ 11 KM ke Rasuna Said
-/+ 8 KM ke Cawang                                   "
06-12-2021,135,190,5,5,,2,Jakarta Timur,SHM + IMB,2200,Selatan,3400000000,https://www.rumah.com/listing-properti/dijual-rumah-mewah-baru-siap-huni-bebas-banjir-di-duren-sawit-jakarta-timur-oleh-wahyu-ananto-19394538,"Rumah Baru Non Komplek Posisi Hook Lokasi Strategis Di Duren Sawit Jakarta Timur, fasilitas (Sumber air tanah, Satitari toto, kitchen, waterheater ariston). Akses tol terdekat : Bintara, Jatiwaringin, Becakayu."
06-12-2021,144,250,5,5,,2,Jakarta Timur,SHM,3500,Timur,2250000000,https://www.rumah.com/listing-properti/dijual-rumah-mewah-jatiwaringin-oleh-cardi-s-sos-18043010,"Rumah Modern Minimalis dengan 2 lantai di Jatiwaringin, Sumber Air : Jetpump, Sanitair : TOTO & Grohe, Dinding Bata Merah, high ceiling, service area, Pencahayaan rumah menggunakan jasa 
Terletak dikawasan perumahan elite komplek AURI Jatiwaringin
Keluar komplek langsung gerbang tol Jakarta-Cikampek dan Becakayu.
Dekat dengan Stasiun LRT.Lighting Consultant."
06-06-2023,19,36,2,2,0,0,Jakarta Pusat,SHM,2200,,388000000,https://www.rumah123.com/properti/jakarta-pusat/hos9823375/,Rumah 2 lantai murah nan manis.desain minimalis modren
06-06-2023,61,92,3,3,0,1,Jakarta Pusat,SHM,2200,Utara,2960000000,Di jual Rumah 2 lantai Mewah Cempaka Putih Barat | Rumah123.com,Rumah Di are premium Cempaka putih Barat dengan Akses yg Strategis Di pusat Jakarta
06-06-2023,550,390,5,4,0,3,Jakarta Pusat,SHM,2200,Barat,8200000000,https://www.rumah123.com/properti/jakarta-pusat/hos12921500/,Dijual Cepat Rumah Hitung Tanah Di Cempaka Putih Jakarta Pusat.
06-06-2023,33,63,2,3,0,1,Jakarta Pusat,SHM,2200,,1210000000,https://www.rumah123.com/properti/jakarta-pusat/hos13660871/,Konsep bangunan cluster minimalis mewah 2lantai dan 3lantai didukung dengan SMART HOME dan juga akses yang strategis dan lingkungan yang nyaman dan aman.
06-06-2023,61,52,2,1,0,0,Jakarta Pusat,SHM,1300,Utara,1500000000,https://www.rumah123.com/properti/jakarta-pusat/hos13488870/,Dijual Rumah Di Gunung Sahari IX Jakarta Pusat
06-06-2023,135,106,3,1,0,0,Jakarta Pusat,SHM,1300,Barat,1420000000,https://www.rumah123.com/properti/jakarta-pusat/hos12898133/,"Dijual Rumah Lelang Bri, Kemayoran, Jakarta Pusat"
06-06-2023,37,55,2,2,0,1,Jakarta Pusat,SHM,2200,,907000000,https://www.rumah123.com/properti/jakarta-pusat/hos10007936/,Dijual Rumah 2 Lantai Minimalis Mewah dan Asri
06-06-2023,37,58,2,2,1,1,Jakarta Pusat,SHM,2200,Utara,1580000000,https://www.rumah123.com/properti/jakarta-pusat/hos12343734/,2 menit menuju kuliner Taman solo
06-06-2023,61,92,4,3,1,1,Jakarta Pusat,SHM,2200,Timur,2960000000,https://www.rumah123.com/properti/jakarta-pusat/hos12969357/,harga terjangkau untuk tempat tinggal milineal model kekinian untuk keluarga tercinta yg nyaman dan asri
06-06-2023,37,72,3,3,1,1,Jakarta Pusat,SHM,2200,,1420000000,"Rumah Cempaka Putih Timur Dekat Yarsi,kuliner Tamsol Hanya 5 Menit Tol | Rumah123.com",dekat ke ITC Cempaka mas
06-06-2023,106,200,4,3,1,0,Jakarta Pusat,SHM,13200,Timur Laut,2600000000,https://www.rumah123.com/properti/jakarta-pusat/hos13121528/,Di jual rumah siap huni di dekat stasiun kemayaron jakarta pusat
06-06-2023,142,180,6,3,2,1,Jakarta Pusat,SHM,1300,Timur,5000000000,https://www.rumah123.com/properti/jakarta-pusat/hos12857334/,8 menit dari tol dalam kota
06-06-2023,37,88,3,3,0,0,Jakarta Pusat,SHM,2200,Barat,1470000000,https://www.rumah123.com/properti/jakarta-pusat/hos12506437/,DI JUAL CEPAT RUMAH MEWAH CEMPAKA PUTIH JAKARTA PUSAT
06-06-2023,517,264,4,4,2,2,Jakarta Pusat,SHM,4400,,13000000000,https://www.rumah123.com/properti/jakarta-pusat/hos8611389/,Rumah Klasik dan Srategis di Jakarta Pusat
06-06-2023,37,72,3,3,1,1,Jakarta Pusat,SHM,2200,Utara,1420000000,https://www.rumah123.com/properti/jakarta-pusat/hos13583835/,"Dijual Rumah di Lokasi yang cukup Strategis dserah Cempaka Putih Barat, Jakarta Pusat. Design Minimalis Modern tampak elegant sesuai dengan iklim indonesia."
06-06-2023,33,63,2,2,0,0,Jakarta Pusat,SHM,2200,,1210000000,https://www.rumah123.com/properti/jakarta-pusat/hos13641395/,SMARTHOME CEMPAKA PUTIH TIMUR
06-06-2023,30,58,2,2,1,1,Jakarta Pusat,SHM,2200,,1070000000,https://www.rumah123.com/properti/jakarta-pusat/hos12687517/,Rumah Elite baru Mewah serta futuristik bergaya eropah kini kami hadirkan Di Cempaka putih Barat Jakarta pusat hanya 20 meter dr jalan raya A.yani.
06-06-2023,30,58,3,3,0,1,Jakarta Pusat,SHM,2200,,1060000000,https://www.rumah123.com/properti/jakarta-pusat/hos8180693/,"Akses mudah ke Perkantoran, RS, Sekolah/Kampus, Pasar/Mall, Busway & Stasiun."
06-06-2023,52,108,4,3,1,1,Jakarta Pusat,SHM,3300,Timur,1630000000,https://www.rumah123.com/properti/jakarta-pusat/hos13639101/,Rumah yang Ideal untuk sebuah keluarga. Tampilan Rumah Mewah dan Elegan. Didukung dengan spesifikasi bahan yang Bagus Kuat dan Tahan Lama.
06-06-2023,61,92,4,3,0,1,Jakarta Pusat,SHM,2200,Timur,2900000000,https://www.rumah123.com/properti/jakarta-pusat/hos12700272/,DI JUAL RUMAH CEPAT MEWAH PINGGIR JALAN
06-06-2023,20,38,2,2,0,0,Jakarta Pusat,SHM,2200,Timur,440000000,https://www.rumah123.com/properti/jakarta-pusat/hos12280257/,RUMAH CLUSTER / JAKARTA PUSAT
06-06-2023,57,100,8,8,0,0,Jakarta Pusat,SHM,3000,,1800000000,"Rumah 2 Lantai di Kebon Kacang, Tanah Abang, Jakarta Pusat | Rumah123.com",Akses tol semanggi & stasiun tanah abang
06-06-2023,22,42,2,2,0,0,Jakarta Pusat,SHM,2200,,486000000,RUMAH MINIMALIS TERMURAH DI JLN PERCETAKAN NEGARA JAKARTA PUSAT | Rumah123.com,Rumah di percetakan negara jakarta pusat lokasi sangat strategis dekat stasiun kramat dekat bpom dan rutan salemba
06-06-2023,23,42,2,2,0,0,Jakarta Pusat,SHM,2200,Barat,499000000,RUMAH TERMURAH DI SUMUR BATU JAKARTA PUSAT | Rumah123.com,Rumah Semi Cluster perumahan cantik dengan bangunan 2 Lantai
06-06-2023,37,69,3,3,1,1,Jakarta Pusat,SHM,2200,Barat,887000000,CLUSTER MODERN DI SENEN JAKPUST | Rumah123.com,di jual Rumah Semi Cluster
06-06-2023,223,314,3,2,1,1,Jakarta Pusat,SHM,5500,Utara,3700000000,"Rumah 2 Lantai, Luas Tanah diatas 220m2 di Dwiwarna Mangga Besar Jak Pus | Rumah123.com","Dijual Rumah Luas Tanah di atas 220 m2, di Dwiwarna Mangga Besar Jak Pus"
06-06-2023,32,61,3,2,0,0,Jakarta Pusat,SHM,2200,,798000000,https://www.rumah123.com/properti/jakarta-pusat/hos9211451/,Town house Melia hadir dengan desain elegan tampak mewah
06-06-2023,68,72,2,2,1,1,Jakarta Pusat,SHM,2200,Utara,897000000,Rumah mewah di Jl.Baladewa Tanah tinggi Jakarta pusat akses jalan 2 mobil 2 Lantai | Rumah123.com,Rumah Elite & Mewah serta futuristik bergaya eropah kini kami hadirkan town house jl.Bala Dewa SenenJakarta pusat hanya 20 meter dr jalan Letjend Suprapto
06-06-2023,20,38,2,2,0,0,Jakarta Pusat,SHM,2200,,440000000,https://www.rumah123.com/properti/jakarta-pusat/hos12331351/,Rumah cluster murah dan modern sangat cocok untuk keluarga milenial dgn nuansa yang asri dan kekinian di tengah kota Jakarta pusat
07-06-2023,37,72,2,3,0,1,"Cempaka Putih, Jakarta Pusat",SHM,2200,,1420000000,https://www.rumah123.com/properti/jakarta-pusat/hos13604189/,"Dengan suasana yang sangat nyaman dan menarik. Dengan kualitas bangunan terbaik Kokoh dan kuat. Rumah Semi Cluster perumahan cantik dengan bangunan 2 Lantai. Spesifikasi: Ruang tamu, dapur, kamar mandi- kamar utama, kamar anak & kamar mandi."
07-06-2023,60,65,3,2,1,1,"Cipayung, Jakarta Timur",SHM,2200,Timur,1270000000,https://www.rumah123.com/properti/jakarta-timur/hos12498412/,Dijual Rumah Baru Dalam Cluster Di Lubang Buaya Cipayung Jakarta Timur. Selling Point: Dekat KJ perabot. Dekat Monumen Pancasila Sakti. Dekat SMPN 192. Dekat SMPN 259. Dekat Tempat Ibadah. Dekat Kuliner.
07-06-2023,85,120,3,3,1,1,"Condet, Jakarta Timur",SHM,2200,Tenggara,1850000000,https://www.rumah123.com/properti/jakarta-timur/hos13583880/,"Service area untuk cuci dan jemur. Carport mobil. Akses jalan 2 mobil. One gate system. Listrik 2200 watt. SHM, IMB & PBB. Lokasi: Batu Ampar, Condet - Jakarta Timur."
07-06-2023,60,75,3,2,0,2,"Cilangkap, Jakarta Timur",SHM,2200,Selatan,900000000,https://www.rumah123.com/properti/jakarta-timur/hos10969735/,Dijual Rumah Dengan Desain Cantik Cocok Untuk Tempat Tinggal Dan Investasi Anda. Kawasan Setrategis Dan Mudah Dijangkau. Akses tol Bambu Apus Dan Setu Cipayung/Ciracas. Dekat MABES TNI CILANGKAP. Area TIDAK BANJIR.
07-06-2023,39,72,2,2,0,0,"Pondok Labu, Jakarta Selatan",SHM,2200,,923000000,https://www.rumah123.com/properti/jakarta-selatan/hos13542268/,"Dengan suasana yang sangat nyaman dan menarik. Dengan kualitas bangunan terbaik Kokoh dan kuat. Rumah Semi Cluster perumahan cantik dengan bangunan 2 Lantai. Spesifikasi: Ruang tamu, dapur, kamar mandi- kamar utama, kamar anak & kamar mandi."
07-06-2023,21,39,2,2,0,0,"Tamansari, Jakarta Barat",SHM,2200,Timur,495000000,https://www.rumah123.com/properti/jakarta-barat/hos13541609/,"Dengan suasana yang sangat nyaman dan menarik. Dengan kualitas bangunan terbaik Kokoh dan kuat. Rumah Semi Cluster perumahan cantik dengan bangunan 2 Lantai. Spesifikasi: Ruang tamu, dapur, kamar mandi- kamar utama, kamar anak & kamar mandi."
07-06-2023,30,58,2,2,0,1,"Pisangan Lama, Jakarta Timur",SHM,2200,Timur,796000000,https://www.rumah123.com/properti/jakarta-timur/hos13261260/,"Dengan suasana yang sangat nyaman dan menarik. Dengan kualitas bangunan terbaik Kokoh dan kuat. Rumah Semi Cluster perumahan cantik dengan bangunan 2 Lantai. Spesifikasi: Ruang tamu, dapur, kamar mandi- kamar utama, kamar anak & kamar mandi."
07-06-2023,48,67,2,1,1,1,"Rawamangun, Jakarta Timur",SHM,2200,Utara,1370000000,https://www.rumah123.com/properti/jakarta-timur/hos13950124/,"Bisa REQUEST Perubahan Tata Ruang / Custom Layout Sendiri. Bebas biaya IMB. Legalitas - Setifikat Hak Milik ( SHM ). One gate system. Beli 2 unit, diskon hebat, beli combo lebih dari 2, diskon super hebat. Rumah di lokasi Jalur Sstratgis & Bebas Banjir."
07-06-2023,15,52,2,1,0,1,"Cilandak, Jakarta Selatan",SHM,2200,,999000000,https://www.rumah123.com/properti/jakarta-selatan/hos13953073/,Sumber air PAM. Carport 1. SHM-Pegang Sendiri. Akses tol ampera. Bebas banjir. Jalan masuk 2 mobil.
07-06-2023,120,135,3,3,1,1,"Kota Wisata, Jakarta Timur",SHM,2200,,1650000000,https://www.rumah123.com/properti/jakarta-timur/hos13715375/,"Rumah 2 lantai asri & menarik di Kota Wisata, perumahan dengan segala fasilitas lengkap. Akses tol tepat di dlm perumahan, gerbang depan Kota Wisata."
07-06-2023,44,68,2,2,1,1,"Cipinang, Jakarta Timur",SHM,2200,Barat,1000000000,https://www.rumah123.com/properti/jakarta-timur/hos13950698/,"Bisa REQUEST untuk Perubahan Tata Ruang / Custom Layout Sendiri. Bebas biaya IMB. Legalitas - Setifikat Hak Milik ( SHM ). One gate system. Beli 2 unit, diskon hebat, beli combo lebih dari 2, diskon super hebat.Rumah di lokasi Jalur Stratgis & Bebas Banjir."
